odb8_og_id	bee_gene_ids	mouse_gene_ids	stickleback_gene_ids
EOG873R4T	GB47392	ENSMUSG00000030983	ENSGACG00000002614
EOG873R3W	GB53846	ENSMUSG00000024943	ENSGACG00000008208
EOG8895XT	GB49320	ENSMUSG00000030730;ENSMUSG00000029467;ENSMUSG00000020788	ENSGACG00000013436;ENSGACG00000017543;ENSGACG00000007397;ENSGACG00000013141;ENSGACG00000020226;ENSGACG00000016342
EOG873R42	GB53596;GB49349	ENSMUSG00000028412;ENSMUSG00000039865	ENSGACG00000016300;ENSGACG00000018031
EOG873R43	GB55994	ENSMUSG00000026659	ENSGACG00000014849
EOG873R5G	GB43401	ENSMUSG00000025147	ENSGACG00000012891;ENSGACG00000011046
EOG873R6P	GB50095	ENSMUSG00000049670	ENSGACG00000007479
EOG876M9D	GB52373;GB52374;GB52417;GB52390;GB52364	ENSMUSG00000033396	ENSGACG00000008057
EOG876M9G	GB55881	ENSMUSG00000030737;ENSMUSG00000032548;ENSMUSG00000025938	ENSGACG00000003718;ENSGACG00000001880;ENSGACG00000002831
EOG876M9H	GB44021	ENSMUSG00000022562	ENSGACG00000002536
EOG876M9V	GB49873;GB49872;GB41593	ENSMUSG00000028465;ENSMUSG00000052698	ENSGACG00000010642;ENSGACG00000016368;ENSGACG00000018584
EOG876M9Z	GB46735	ENSMUSG00000027810	ENSGACG00000004748
EOG876MBD	GB45722	ENSMUSG00000038481;ENSMUSG00000029635	ENSGACG00000003151;ENSGACG00000006602
EOG876MBJ	GB45354	ENSMUSG00000028238;ENSMUSG00000013160	ENSGACG00000016010;ENSGACG00000017358
EOG876MBT	GB48134;GB48135	ENSMUSG00000030851;ENSMUSG00000030246;ENSMUSG00000063229	ENSGACG00000001041;ENSGACG00000004329;ENSGACG00000011270
EOG876MC9	GB43770	ENSMUSG00000041346	ENSGACG00000019923;ENSGACG00000019924
EOG876MCR	GB55518	ENSMUSG00000045176	ENSGACG00000005710
EOG876MDN	GB50709;GB48335	ENSMUSG00000040952	ENSGACG00000003476
EOG879GJ7	GB44262	ENSMUSG00000074899	ENSGACG00000001287
EOG883FHW	GB42970;GB54750;GB42881;GB54749;GB46645	ENSMUSG00000056515;ENSMUSG00000020132;ENSMUSG00000032549;ENSMUSG00000027519;ENSMUSG00000017831;ENSMUSG00000000711;ENSMUSG00000019173;ENSMUSG00000030704	ENSGACG00000013721;ENSGACG00000000416;ENSGACG00000005608;ENSGACG00000016662;ENSGACG00000003726;ENSGACG00000009102;ENSGACG00000006162;ENSGACG00000012989;ENSGACG00000020356;ENSGACG00000004997;ENSGACG00000008659;ENSGACG00000017153
EOG879GJC	GB50133	ENSMUSG00000022100;ENSMUSG00000040594	ENSGACG00000001889
EOG879GJP	GB42237	ENSMUSG00000022160	ENSGACG00000019244
EOG879GJW	GB43056;GB41427;GB43350	ENSMUSG00000027187	ENSGACG00000003491
EOG879GK7	GB54845	ENSMUSG00000026875;ENSMUSG00000026942;ENSMUSG00000027164;ENSMUSG00000021277;ENSMUSG00000026637	ENSGACG00000017142;ENSGACG00000005251;ENSGACG00000015808;ENSGACG00000019580;ENSGACG00000004323
EOG879GKM	GB54585	ENSMUSG00000028278;ENSMUSG00000028646	ENSGACG00000013678;ENSGACG00000013038;ENSGACG00000002629
EOG879GKW	GB47296	ENSMUSG00000069520	ENSGACG00000000725
EOG879GM5	GB44132	ENSMUSG00000038286	ENSGACG00000004957
EOG879GMF	GB41335	ENSMUSG00000021951	ENSGACG00000001923
EOG879GMR	GB50605	ENSMUSG00000040034	ENSGACG00000007209
EOG879GNH	GB45158	ENSMUSG00000079002	ENSGACG00000004782
EOG879GPD	GB54148	ENSMUSG00000039670	ENSGACG00000014438
EOG87DBS9	GB46270;GB55020	ENSMUSG00000030123;ENSMUSG00000031398;ENSMUSG00000029765;ENSMUSG00000031385;ENSMUSG00000074785;ENSMUSG00000053646;ENSMUSG00000026640;ENSMUSG00000030084;ENSMUSG00000036606	ENSGACG00000011376;ENSGACG00000000602;ENSGACG00000015822;ENSGACG00000000280;ENSGACG00000004738;ENSGACG00000011007;ENSGACG00000019718;ENSGACG00000003767;ENSGACG00000019136;ENSGACG00000008199;ENSGACG00000003911;ENSGACG00000002985;ENSGACG00000001099;ENSGACG00000004780
EOG87DBSC	GB45389	ENSMUSG00000041528	ENSGACG00000003027;ENSGACG00000003484
EOG87DBSH	GB56013;GB42405	ENSMUSG00000072663	ENSGACG00000006116
EOG87DBSJ	GB54724;GB46448;GB43098;GB41156	ENSMUSG00000022756;ENSMUSG00000031596;ENSMUSG00000031297;ENSMUSG00000069072;ENSMUSG00000054753;ENSMUSG00000041313	ENSGACG00000018601;ENSGACG00000011010;ENSGACG00000011861;ENSGACG00000020436;ENSGACG00000011923;ENSGACG00000018362;ENSGACG00000020600;ENSGACG00000012533;ENSGACG00000020688;ENSGACG00000013439
EOG87DBSN	GB44679	ENSMUSG00000071646;ENSMUSG00000021144;ENSMUSG00000055817	ENSGACG00000011264;ENSGACG00000002782;ENSGACG00000000803
EOG87DBSZ	GB41794	ENSMUSG00000028385;ENSMUSG00000028007	ENSGACG00000000934;ENSGACG00000017783
EOG87DBT3	GB55274	ENSMUSG00000030494;ENSMUSG00000022580	ENSGACG00000005320;ENSGACG00000014868
EOG87DBT6	GB45985	ENSMUSG00000030450	ENSGACG00000001245
EOG87DBTC	GB40431	ENSMUSG00000033427	ENSGACG00000013386
EOG87DBTD	GB49356	ENSMUSG00000028179	ENSGACG00000009382
EOG87DBTN	GB52140;GB53234	ENSMUSG00000002881;ENSMUSG00000025402	ENSGACG00000015609;ENSGACG00000000450
EOG87DBTT	GB49609	ENSMUSG00000028657	ENSGACG00000002641
EOG87DBTV	GB53328	ENSMUSG00000037262	ENSGACG00000020107
EOG87DBV0	GB42140	ENSMUSG00000031432;ENSMUSG00000079104;ENSMUSG00000025742;ENSMUSG00000092305	ENSGACG00000014573;ENSGACG00000018258
EOG87DBV1	GB46204	ENSMUSG00000005362	ENSGACG00000000750
EOG87DBV6	GB46369;GB43085	ENSMUSG00000022551	ENSGACG00000003610
EOG87DBVB	GB40745	ENSMUSG00000022765	ENSGACG00000004226
EOG87DBVV	GB40723	ENSMUSG00000063849	ENSGACG00000004795
EOG87DBW1	GB42714	ENSMUSG00000037197	ENSGACG00000019174
EOG87H715	GB43870	ENSMUSG00000028763	ENSGACG00000018776;ENSGACG00000017714;ENSGACG00000011047;ENSGACG00000013316
EOG87H719	GB54425;GB41105	ENSMUSG00000020114;ENSMUSG00000030319	ENSGACG00000000706;ENSGACG00000000015
EOG87H71D	GB51719	ENSMUSG00000020549	ENSGACG00000014454
EOG87H71G	GB51040;GB52609;GB53392	ENSMUSG00000024251	ENSGACG00000002656;ENSGACG00000008699
EOG87H71H	GB46457	ENSMUSG00000028454	ENSGACG00000018203
EOG87H71J	GB50730	ENSMUSG00000025757;ENSMUSG00000029657;ENSMUSG00000020361	ENSGACG00000018188;ENSGACG00000020732;ENSGACG00000008210
EOG87H71K	GB53333	ENSMUSG00000052459	ENSGACG00000020682;ENSGACG00000003211
EOG87H71P	GB54049	ENSMUSG00000033047	ENSGACG00000003516
EOG87H71X	GB49318;GB42161	ENSMUSG00000073460;ENSMUSG00000022685	ENSGACG00000019501
EOG87H720	GB43553	ENSMUSG00000028518;ENSMUSG00000050697	ENSGACG00000015926;ENSGACG00000001174
EOG87H723	GB52560	ENSMUSG00000041360	ENSGACG00000017878
EOG87H727	GB52957;GB52958	ENSMUSG00000056947;ENSMUSG00000057777	ENSGACG00000017185
EOG87PZM1	GB40429	ENSMUSG00000004771;ENSMUSG00000077450	ENSGACG00000015479;ENSGACG00000013259;ENSGACG00000013297
EOG87H72F	GB42779	ENSMUSG00000039740	ENSGACG00000009011
EOG87H72T	GB47235	ENSMUSG00000032020;ENSMUSG00000042345	ENSGACG00000020421;ENSGACG00000005161
EOG87H732	GB52985	ENSMUSG00000024483;ENSMUSG00000055204	ENSGACG00000018351
EOG87H73G	GB45334	ENSMUSG00000090305;ENSMUSG00000098640;ENSMUSG00000090489;ENSMUSG00000078177;ENSMUSG00000062874;ENSMUSG00000062647;ENSMUSG00000062758;ENSMUSG00000062358;ENSMUSG00000094089;ENSMUSG00000096319;ENSMUSG00000071052;ENSMUSG00000068579;ENSMUSG00000070778	ENSGACG00000015957
EOG87H73T	GB48535	ENSMUSG00000026088	ENSGACG00000002921
EOG87H741	GB45464	ENSMUSG00000073633	ENSGACG00000015745
EOG87H74M	GB41068	ENSMUSG00000039640	ENSGACG00000010541
EOG87H74Q	GB41183	ENSMUSG00000038503	ENSGACG00000012440
EOG87H74S	GB41135	ENSMUSG00000049327	ENSGACG00000008249;ENSGACG00000015630
EOG87M386	GB55022	ENSMUSG00000026867	ENSGACG00000011979
EOG87M38R	GB54971	ENSMUSG00000062202	ENSGACG00000001572
EOG87M38S	GB47687	ENSMUSG00000020739	ENSGACG00000012276
EOG87M393	GB51953	ENSMUSG00000021708;ENSMUSG00000032356	ENSGACG00000005945;ENSGACG00000000366;ENSGACG00000010861;ENSGACG00000016457
EOG87M39C	GB52353;GB48382	ENSMUSG00000070280;ENSMUSG00000074028;ENSMUSG00000023829;ENSMUSG00000019834;ENSMUSG00000040966;ENSMUSG00000023828	ENSGACG00000011584;ENSGACG00000005924;ENSGACG00000005916;ENSGACG00000003553;ENSGACG00000011099
EOG87M3BP	GB44586	ENSMUSG00000024902	ENSGACG00000017077
EOG87M3C2	GB52030	ENSMUSG00000067873	ENSGACG00000020459
EOG87PZH4	GB43238	ENSMUSG00000063550	ENSGACG00000001942
EOG87PZH7	GB52557	ENSMUSG00000039367;ENSMUSG00000039234	ENSGACG00000002883;ENSGACG00000019537
EOG87PZH9	GB44643	ENSMUSG00000009470;ENSMUSG00000031691	ENSGACG00000012449;ENSGACG00000018968;ENSGACG00000015841
EOG87PZHG	GB49525	ENSMUSG00000040728;ENSMUSG00000084128	ENSGACG00000016359;ENSGACG00000009169
EOG87PZHH	GB50640	ENSMUSG00000041997;ENSMUSG00000020694	ENSGACG00000005028;ENSGACG00000016450;ENSGACG00000006434;ENSGACG00000009044
EOG87PZHQ	GB54783	ENSMUSG00000027822	ENSGACG00000007046
EOG87PZHZ	GB40359	ENSMUSG00000030104;ENSMUSG00000038312	ENSGACG00000000505;ENSGACG00000012289
EOG87PZJ8	GB52995	ENSMUSG00000095098;ENSMUSG00000032878;ENSMUSG00000084883	ENSGACG00000017062;ENSGACG00000019217;ENSGACG00000013451
EOG87PZJZ	GB43360;GB51917;GB43358;GB43362	ENSMUSG00000026922;ENSMUSG00000034254	ENSGACG00000015898
EOG87PZK1	GB46363;GB46366;GB46368;GB46365;GB46367	ENSMUSG00000031613;ENSMUSG00000036775;ENSMUSG00000030825;ENSMUSG00000028167;ENSMUSG00000026189;ENSMUSG00000028223	ENSGACG00000012451;ENSGACG00000016499;ENSGACG00000001458;ENSGACG00000001908;ENSGACG00000014680;ENSGACG00000001459;ENSGACG00000017906;ENSGACG00000008467
EOG87PZK3	GB54583	ENSMUSG00000014907	ENSGACG00000016383
EOG87PZK8	GB44443	ENSMUSG00000054013	ENSGACG00000017010;ENSGACG00000007997
EOG87PZKK	GB53382;GB54146	ENSMUSG00000039183;ENSMUSG00000022503	ENSGACG00000014386;ENSGACG00000008320
EOG87PZKP	GB46051	ENSMUSG00000038827	ENSGACG00000005936
EOG87PZMK	GB52750	ENSMUSG00000055416;ENSMUSG00000057497	ENSGACG00000017208
EOG87PZN2	GB49539	ENSMUSG00000002635	ENSGACG00000008150
EOG87PZPH	GB44278;GB42408;GB42409;GB45819;GB44276;GB44279	ENSMUSG00000003534;ENSMUSG00000026674	ENSGACG00000016132;ENSGACG00000001872;ENSGACG00000014457;ENSGACG00000009757;ENSGACG00000001866
EOG87STQZ	GB49593	ENSMUSG00000029165	ENSGACG00000005542
EOG87STR6	GB51525	ENSMUSG00000034940	ENSGACG00000011112
EOG87STR7	GB47894;GB45194	ENSMUSG00000035305;ENSMUSG00000057280;ENSMUSG00000021464	ENSGACG00000018235;ENSGACG00000018661;ENSGACG00000007064
EOG87STR9	GB50741	ENSMUSG00000030768;ENSMUSG00000040035	ENSGACG00000008649;ENSGACG00000004386
EOG87STRB	GB44829	ENSMUSG00000026192	ENSGACG00000015161
EOG87STRG	GB45213	ENSMUSG00000035948	ENSGACG00000019999
EOG87STRZ	GB51367	ENSMUSG00000034442	ENSGACG00000008470
EOG87STS8	GB47064	ENSMUSG00000073102	ENSGACG00000007338
EOG87STSJ	GB45924	ENSMUSG00000028668	ENSGACG00000002085;ENSGACG00000006356
EOG87STSV	GB45212	ENSMUSG00000030279	ENSGACG00000012946
EOG87STSZ	GB54949;GB54947	ENSMUSG00000020601;ENSMUSG00000032715;ENSMUSG00000032501	ENSGACG00000004291;ENSGACG00000005101;ENSGACG00000012406
EOG87STT4	GB51030	ENSMUSG00000006732	ENSGACG00000000572
EOG87STTF	GB54983	ENSMUSG00000037525	ENSGACG00000005676
EOG87STTS	GB55288	ENSMUSG00000036278;ENSMUSG00000068205	ENSGACG00000004566;ENSGACG00000016922
EOG87STTZ	GB46737	ENSMUSG00000027261;ENSMUSG00000027870	ENSGACG00000004960
EOG87STV7	GB51076	ENSMUSG00000041199	ENSGACG00000014276
EOG87WPZW	GB47422	ENSMUSG00000034751;ENSMUSG00000003810;ENSMUSG00000031833;ENSMUSG00000053693	ENSGACG00000015523;ENSGACG00000006669;ENSGACG00000016026;ENSGACG00000015824;ENSGACG00000005151;ENSGACG00000008622
EOG87WQ00	GB54843	ENSMUSG00000024493	ENSGACG00000020720
EOG87WQ01	GB41869	ENSMUSG00000025262;ENSMUSG00000038014	ENSGACG00000010554
EOG87WQ02	GB53384	ENSMUSG00000025579	ENSGACG00000019551;ENSGACG00000011709
EOG87WQ03	GB43901	ENSMUSG00000036875	ENSGACG00000016111
EOG87WQ0J	GB43834	ENSMUSG00000020743;ENSMUSG00000052928;ENSMUSG00000025451	ENSGACG00000004529;ENSGACG00000012253;ENSGACG00000016514
EOG87WQ0G	GB55537	ENSMUSG00000021957;ENSMUSG00000025519;ENSMUSG00000031397	ENSGACG00000009964;ENSGACG00000001593;ENSGACG00000006005
EOG87WQ0T	GB44347	ENSMUSG00000039976	ENSGACG00000011720
EOG87WQ0V	GB50699	ENSMUSG00000054766;ENSMUSG00000074671;ENSMUSG00000041096;ENSMUSG00000047514;ENSMUSG00000039485;ENSMUSG00000038984	ENSGACG00000014785;ENSGACG00000018427;ENSGACG00000012214
EOG87WQ0W	GB52499	ENSMUSG00000039233	ENSGACG00000001045;ENSGACG00000019717
EOG87WQ1H	GB40456	ENSMUSG00000054099;ENSMUSG00000018677	ENSGACG00000014603;ENSGACG00000012315
EOG87WQ2K	GB46707	ENSMUSG00000078656	ENSGACG00000003463
EOG87WQ2T	GB47918;GB56032	ENSMUSG00000025876;ENSMUSG00000063626;ENSMUSG00000059921;ENSMUSG00000020099	ENSGACG00000015844;ENSGACG00000016867;ENSGACG00000018337;ENSGACG00000007780;ENSGACG00000005079;ENSGACG00000005395
EOG87WQ4R	GB49879;GB46982;GB49882	ENSMUSG00000058975;ENSMUSG00000045246;ENSMUSG00000035681;ENSMUSG00000050556;ENSMUSG00000043673;ENSMUSG00000062785;ENSMUSG00000092083;ENSMUSG00000051726;ENSMUSG00000047298;ENSMUSG00000045053;ENSMUSG00000050963;ENSMUSG00000040164;ENSMUSG00000022342;ENSMUSG00000074575;ENSMUSG00000027895	ENSGACG00000005806;ENSGACG00000009796;ENSGACG00000005755;ENSGACG00000011084;ENSGACG00000003519;ENSGACG00000001336;ENSGACG00000014839;ENSGACG00000017884;ENSGACG00000017498;ENSGACG00000002793;ENSGACG00000012807;ENSGACG00000013775;ENSGACG00000007907;ENSGACG00000008073;ENSGACG00000000950;ENSGACG00000008672;ENSGACG00000002778;ENSGACG00000000019;ENSGACG00000009584;ENSGACG00000015571;ENSGACG00000019441
EOG880K6V	GB45823	ENSMUSG00000020850	ENSGACG00000008504
EOG880K72	GB42750	ENSMUSG00000029629	ENSGACG00000000074
EOG880K73	GB54556	ENSMUSG00000022761	ENSGACG00000009334
EOG880K7C	GB46377;GB48030	ENSMUSG00000001558	ENSGACG00000003850;ENSGACG00000006304;ENSGACG00000014215;ENSGACG00000001007;ENSGACG00000020838
EOG880K7J	GB46565	ENSMUSG00000041237;ENSMUSG00000032294	ENSGACG00000011641;ENSGACG00000016600;ENSGACG00000006393
EOG880K7P	GB44125	ENSMUSG00000045538	ENSGACG00000016367
EOG880K88	GB53207	ENSMUSG00000034121	ENSGACG00000020758
EOG880K8S	GB54279	ENSMUSG00000029625;ENSMUSG00000018727	ENSGACG00000007792
EOG880KB2	GB45752	ENSMUSG00000074781	ENSGACG00000018807;ENSGACG00000011725
EOG880KC4	GB50230	ENSMUSG00000039347;ENSMUSG00000015575	ENSGACG00000018438
EOG880KC6	GB48432	ENSMUSG00000075043	ENSGACG00000006823
EOG880KCQ	GB53031	ENSMUSG00000022205	ENSGACG00000003912
EOG880KD6	GB55298	ENSMUSG00000059534	ENSGACG00000016938
EOG883FFV	GB44899	ENSMUSG00000007880;ENSMUSG00000069729	ENSGACG00000007244;ENSGACG00000007627
EOG883FG0	GB47184	ENSMUSG00000069539	ENSGACG00000019825
EOG883FG1	GB41650;GB41649	ENSMUSG00000039100	ENSGACG00000002631;ENSGACG00000014521
EOG883FG7	GB41840	ENSMUSG00000003308	ENSGACG00000009976;ENSGACG00000019479
EOG883FGK	GB52231;GB54166;GB41668	ENSMUSG00000022814;ENSMUSG00000030866;ENSMUSG00000020715	ENSGACG00000011700;ENSGACG00000007660;ENSGACG00000016726
EOG883FGN	GB45297	ENSMUSG00000042628	ENSGACG00000012992;ENSGACG00000005932;ENSGACG00000005876
EOG883FGV	GB45098	ENSMUSG00000060475	ENSGACG00000009045
EOG883FGW	GB53430	ENSMUSG00000019864	ENSGACG00000009538;ENSGACG00000013286
EOG883FHR	GB51614	ENSMUSG00000010911	ENSGACG00000017125
EOG883FJ9	GB47649	ENSMUSG00000020397;ENSMUSG00000020399	ENSGACG00000018484
EOG883FJM	GB49624	ENSMUSG00000051373;ENSMUSG00000040105	ENSGACG00000016572;ENSGACG00000014644;ENSGACG00000001178
EOG883FJP	GB54087	ENSMUSG00000068580	ENSGACG00000006386
EOG883FJX	GB47514	ENSMUSG00000031516	ENSGACG00000019464;ENSGACG00000015891
EOG883FK1	GB46853	ENSMUSG00000031821	ENSGACG00000015967
EOG883FKB	GB51213	ENSMUSG00000029402;ENSMUSG00000031998	ENSGACG00000020631
EOG883FMJ	GB42830	ENSMUSG00000055760	ENSGACG00000005286
EOG8869PT	GB45623	ENSMUSG00000002812	ENSGACG00000008421
EOG8869PV	GB47334;GB47335	ENSMUSG00000017548	ENSGACG00000019421;ENSGACG00000014982
EOG8869Q1	GB49096	ENSMUSG00000022191	ENSGACG00000005577
EOG8869Q5	GB44538	ENSMUSG00000028245	ENSGACG00000002116
EOG8869Q7	GB54263	ENSMUSG00000035161;ENSMUSG00000064016;ENSMUSG00000035967	ENSGACG00000000250;ENSGACG00000018623
EOG8869QB	GB51095	ENSMUSG00000068742;ENSMUSG00000020038	ENSGACG00000016441;ENSGACG00000013480;ENSGACG00000010460;ENSGACG00000002398;ENSGACG00000020037
EOG8869QQ	GB51699	ENSMUSG00000041057	ENSGACG00000012843
EOG8869QT	GB49027	ENSMUSG00000005803	ENSGACG00000006260
EOG8869QW	GB55569	ENSMUSG00000037990;ENSMUSG00000031642;ENSMUSG00000057719	ENSGACG00000014097;ENSGACG00000006651
EOG8869R3	GB41252	ENSMUSG00000021635	ENSGACG00000005069
EOG8869RT	GB41430	ENSMUSG00000040234	ENSGACG00000019525
EOG8869RV	GB49659;GB49658	ENSMUSG00000031949	ENSGACG00000019790;ENSGACG00000019794;ENSGACG00000002177;ENSGACG00000019770
EOG8869SF	GB46141	ENSMUSG00000029462	ENSGACG00000004700
EOG8869TM	GB46562	ENSMUSG00000025290	ENSGACG00000008736
EOG8895XN	GB42022	ENSMUSG00000056342	ENSGACG00000019735
EOG8895XS	GB54207	ENSMUSG00000045333;ENSMUSG00000024420	ENSGACG00000002626;ENSGACG00000013251
EOG8895XX	GB44742	ENSMUSG00000021893	ENSGACG00000001711
EOG8895Z0	GB49686	ENSMUSG00000034329	ENSGACG00000013558
EOG8895Z2	GB48625	ENSMUSG00000054003	ENSGACG00000008322
EOG8895Z6	GB42548	ENSMUSG00000022454;ENSMUSG00000055409	ENSGACG00000017098;ENSGACG00000004004
EOG8895ZC	GB47082	ENSMUSG00000019039	ENSGACG00000005745
EOG8895ZP	GB48386	ENSMUSG00000038080;ENSMUSG00000036940	ENSGACG00000009679;ENSGACG00000002257
EOG88960J	GB52072	ENSMUSG00000029009	ENSGACG00000012633
EOG88960S	GB53777	ENSMUSG00000021504	ENSGACG00000016366
EOG88960V	GB44654	ENSMUSG00000024160	ENSGACG00000013059;ENSGACG00000008335
EOG88961P	GB54846	ENSMUSG00000029233	ENSGACG00000014292
EOG889612	GB52525;GB54266	ENSMUSG00000031796	ENSGACG00000004039;ENSGACG00000018758
EOG88961Q	GB52531	ENSMUSG00000050192;ENSMUSG00000078812	ENSGACG00000012551;ENSGACG00000010995
EOG88961T	GB41140	ENSMUSG00000038005	ENSGACG00000016057
EOG88D25J	GB43203;GB53306	ENSMUSG00000024413;ENSMUSG00000020447	ENSGACG00000011826;ENSGACG00000017295
EOG88D25P	GB53606	ENSMUSG00000015697;ENSMUSG00000071350	ENSGACG00000015463;ENSGACG00000003241;ENSGACG00000011675
EOG88D263	GB51723	ENSMUSG00000027787	ENSGACG00000010028
EOG88D267	GB45343	ENSMUSG00000035933	ENSGACG00000019242
EOG88D26C	GB42479	ENSMUSG00000030007	ENSGACG00000019847
EOG88D26F	GB49114	ENSMUSG00000033294	ENSGACG00000017577
EOG88D26N	GB47876	ENSMUSG00000020331;ENSMUSG00000032338;ENSMUSG00000021730;ENSMUSG00000028051	ENSGACG00000004307;ENSGACG00000001411;ENSGACG00000015230;ENSGACG00000011639;ENSGACG00000012964;ENSGACG00000016590
EOG88D26P	GB40545	ENSMUSG00000022718;ENSMUSG00000098643	ENSGACG00000012975
EOG88D26W	GB45025	ENSMUSG00000021519	ENSGACG00000005407
EOG88D273	GB52434	ENSMUSG00000028187	ENSGACG00000009686
EOG88D27R	GB48631	ENSMUSG00000027305	ENSGACG00000012192
EOG88D27X	GB55929;GB43802	ENSMUSG00000003746;ENSMUSG00000008763;ENSMUSG00000037306	ENSGACG00000008277;ENSGACG00000013607;ENSGACG00000006766
EOG88D28M	GB40338	ENSMUSG00000063236	ENSGACG00000008987
EOG88D28N	GB42492;GB53867;GB46419;GB46513	ENSMUSG00000006587;ENSMUSG00000042821;ENSMUSG00000060257;ENSMUSG00000022676;ENSMUSG00000048385	ENSGACG00000008982;ENSGACG00000017935;ENSGACG00000001618;ENSGACG00000011802;ENSGACG00000004072
EOG88D28S	GB45374	ENSMUSG00000049517	ENSGACG00000003895
EOG88D291	GB53960	ENSMUSG00000004096	ENSGACG00000020374
EOG88D293	GB46011	ENSMUSG00000003531	ENSGACG00000011927
EOG88D29F	GB40453	ENSMUSG00000001632;ENSMUSG00000063952;ENSMUSG00000022387	ENSGACG00000019009;ENSGACG00000004924;ENSGACG00000008866;ENSGACG00000000086;ENSGACG00000001237
EOG88GXDJ	GB52252	ENSMUSG00000038664;ENSMUSG00000030451	ENSGACG00000001653;ENSGACG00000017297;ENSGACG00000013776;ENSGACG00000017302;ENSGACG00000016410
EOG88GXDM	GB40119	ENSMUSG00000030630	ENSGACG00000013959
EOG88GXDZ	GB50020	ENSMUSG00000040033;ENSMUSG00000002147;ENSMUSG00000020919;ENSMUSG00000026104;ENSMUSG00000004043;ENSMUSG00000004040;ENSMUSG00000062939	ENSGACG00000002684;ENSGACG00000002673;ENSGACG00000015405;ENSGACG00000015589;ENSGACG00000000707;ENSGACG00000008634;ENSGACG00000008607;ENSGACG00000008477
EOG88GXF4	GB52118	ENSMUSG00000027487	ENSGACG00000010721
EOG88GXFB	GB43684;GB41454	ENSMUSG00000020841;ENSMUSG00000020183	ENSGACG00000008673
EOG88GXFC	GB54314	ENSMUSG00000025266	ENSGACG00000010320
EOG88GXFJ	GB53038	ENSMUSG00000070780;ENSMUSG00000066037;ENSMUSG00000033882;ENSMUSG00000044595;ENSMUSG00000032423;ENSMUSG00000052595	ENSGACG00000016223;ENSGACG00000011665;ENSGACG00000019630;ENSGACG00000010241;ENSGACG00000009124;ENSGACG00000000381;ENSGACG00000003202
EOG88GXFK	GB51783;GB47165;GB51782	ENSMUSG00000039007	ENSGACG00000007051
EOG88GXFT	GB47827	ENSMUSG00000027714	ENSGACG00000018481
EOG88GXHD	GB51957	ENSMUSG00000028933	ENSGACG00000001170
EOG88GXJH	GB52340;GB53512;GB42692	ENSMUSG00000015846;ENSMUSG00000030551;ENSMUSG00000002393;ENSMUSG00000039656;ENSMUSG00000069171;ENSMUSG00000015843	ENSGACG00000018189;ENSGACG00000000096;ENSGACG00000013235;ENSGACG00000007766;ENSGACG00000013191;ENSGACG00000015583;ENSGACG00000014846;ENSGACG00000011685;ENSGACG00000007982;ENSGACG00000010385
EOG88KSNM	GB45142	ENSMUSG00000025907	ENSGACG00000017953
EOG88KSNZ	GB40538	ENSMUSG00000017999	ENSGACG00000003177
EOG88KSP5	GB43060;GB41865	ENSMUSG00000008976	ENSGACG00000003430
EOG88KSP6	GB47151	ENSMUSG00000031575	ENSGACG00000000851
EOG88KSPJ	GB40559	ENSMUSG00000018669	ENSGACG00000003875
EOG88KSPQ	GB42419	ENSMUSG00000033773	ENSGACG00000015678
EOG88KSPR	GB53035;GB54259	ENSMUSG00000015149;ENSMUSG00000020063;ENSMUSG00000025486	ENSGACG00000003411;ENSGACG00000015722;ENSGACG00000005747;ENSGACG00000011838
EOG88KSPS	GB48933	ENSMUSG00000031816	ENSGACG00000015955
EOG88KSPV	GB55563	ENSMUSG00000024082	ENSGACG00000011895
EOG88KSQ4	GB54547	ENSMUSG00000035151;ENSMUSG00000041986	ENSGACG00000017291
EOG88KSQW	GB50851	ENSMUSG00000003528	ENSGACG00000020610;ENSGACG00000004212;ENSGACG00000000351
EOG88KSRH	GB44281	ENSMUSG00000022194;ENSMUSG00000069867;ENSMUSG00000092232	ENSGACG00000002167;ENSGACG00000015428
EOG88KSRR	GB43603	ENSMUSG00000028132	ENSGACG00000002369
EOG88KSS3	GB43119	ENSMUSG00000020697	ENSGACG00000020846
EOG88KSSJ	GB47266	ENSMUSG00000028251;ENSMUSG00000091166	ENSGACG00000005024;ENSGACG00000005018
EOG88PNWB	GB42495	ENSMUSG00000036550	ENSGACG00000002606
EOG88PNWD	GB52563	ENSMUSG00000032187;ENSMUSG00000024921	ENSGACG00000006691;ENSGACG00000016033;ENSGACG00000014488
EOG88PNWH	GB54716;GB49620	ENSMUSG00000037579;ENSMUSG00000035355;ENSMUSG00000035580	ENSGACG00000014436;ENSGACG00000009159;ENSGACG00000006954;ENSGACG00000006152;ENSGACG00000008648
EOG88PNWN	GB49037	ENSMUSG00000056076	ENSGACG00000016738
EOG88PNWQ	GB52423	ENSMUSG00000042246;ENSMUSG00000025572;ENSMUSG00000050106;ENSMUSG00000030650;ENSMUSG00000019734	ENSGACG00000019195;ENSGACG00000019048;ENSGACG00000011451;ENSGACG00000019200;ENSGACG00000011097;ENSGACG00000019054
EOG88PNWV	GB45733	ENSMUSG00000046755;ENSMUSG00000021693;ENSMUSG00000028678	ENSGACG00000015644;ENSGACG00000009965;ENSGACG00000013814
EOG88PNX3	GB51672	ENSMUSG00000004270	ENSGACG00000009917
